"","ADED","zipcode"
"4487",73056,"10065"
"4487.1",73056,"10021"
"4488",73057,"10065"
"4488.1",73057,"10021"
"4489",73058,"10065"
"4489.1",73058,"10021"
"4490",73059,"10021"
"4491",73060,"10021"
"4492",73061,"10021"
"4493",73062,"10075"
"4493.1",73062,"10021"
"4494",73063,"10075"
"4494.1",73063,"10021"
"4495",73064,"10075"
"4495.1",73064,"10021"
"4496",73065,"10075"
"4496.1",73065,"10021"
"4497",73066,"10075"
"4497.1",73066,"10021"
"4498",73096,"10075"
"4498.1",73096,"10028"
"4499",73067,"10075"
"4499.1",73067,"10021"
"4500",73068,"10075"
"4501",73069,"10075"
"4502",73070,"10075"
"4502.1",73070,"10028"
"4503",73071,"10075"
"4503.1",73071,"10028"
"4504",73072,"10075"
"4504.1",73072,"10028"
"4505",73073,"10028"
"4506",73074,"10028"
"4507",73075,"10028"
"4508",73076,"10128"
"4508.1",73076,"10028"
"4509",73077,"10028"
"4510",73078,"10028"
"4511",73079,"10128"
"4511.1",73079,"10028"
"4512",73080,"10128"
"4512.1",73080,"10028"
"4513",73081,"10128"
"4513.1",73081,"10028"
"4514",73082,"10128"
"4514.1",73082,"10028"
"4515",73083,"10128"
"4516",73084,"10128"
"4517",73085,"10128"
"4518",73086,"10128"
"4519",73087,"10128"
"4520",73088,"10128"
"4521",73089,"10128"
"4522",73090,"10128"
"4523",73091,"10128"
"4524",73092,"10128"
"4525",73093,"10128"
"4526",73094,"10128"
"4527",73097,"10128"
"4527.1",73097,"10028"
"4528",73098,"10028"
"4529",73099,"10028"
"4530",73100,"10022"
"4531",73101,"10022"
"4532",73102,"10017"
"4532.1",73102,"10022"
"4533",73103,"10017"
"4534",73104,"10021"
"4535",73105,"10021"
"4536",73106,"10016"
"4537",73107,"10016"
"4537.1",73107,"10017"
"4538",74001,"10002"
"4539",74002,"10002"
"4539.1",74002,"10009"
"4540",74003,"10002"
"4541",75085,"10019"
"4542",74004,"10002"
"4542.1",74004,"10009"
"4543",74005,"10002"
"4543.1",74005,"10009"
"4544",74006,"10002"
"4544.1",74006,"10009"
"4545",74007,"10002"
"4545.1",74007,"10009"
"4546",74008,"10002"
"4546.1",74008,"10009"
"4547",74009,"10002"
"4547.1",74009,"10009"
"4548",74010,"10002"
"4548.1",74010,"10009"
"4549",74011,"10002"
"4549.1",74011,"10009"
"4550",74012,"10002"
"4550.1",74012,"10009"
"4551",74013,"10009"
"4552",74014,"10009"
"4553",74015,"10009"
"4554",74016,"10009"
"4555",74017,"10009"
"4556",74018,"10009"
"4557",74019,"10009"
"4558",74020,"10009"
"4559",74021,"10009"
"4560",74022,"10009"
"4561",74023,"10009"
"4562",74024,"10009"
"4563",74025,"10009"
"4564",74026,"10009"
"4565",74027,"10009"
"4566",74028,"10009"
"4567",74029,"10009"
"4568",74030,"10009"
"4569",74031,"10009"
"4570",74032,"10009"
"4571",74033,"10009"
"4572",74034,"10009"
"4573",74035,"10009"
"4574",74036,"10003"
"4574.1",74036,"10009"
"4575",74037,"10009"
"4576",74038,"10009"
"4577",74039,"10009"
"4578",74040,"10009"
"4579",74041,"10009"
"4580",74042,"10009"
"4580.1",74042,"10010"
"4581",74043,"10009"
"4582",74044,"10009"
"4582.1",74044,"10010"
"4583",74045,"10009"
"4583.1",74045,"10010"
"4584",74046,"10009"
"4585",74047,"10009"
"4586",74048,"10009"
"4587",74049,"10009"
"4587.1",74049,"10010"
"4588",74050,"10009"
"4588.1",74050,"10010"
"4589",74051,"10009"
"4589.1",74051,"10010"
"4590",74052,"10009"
"4590.1",74052,"10010"
"4591",74053,"10003"
"4591.1",74053,"10009"
"4592",76072,"10128"
"4592.1",76072,"10028"
"4593",74054,"10003"
"4594",74055,"10003"
"4595",74056,"10003"
"4595.1",74056,"10010"
"4596",74057,"10003"
"4596.1",74057,"10010"
"4597",74058,"10003"
"4598",74059,"10003"
"4599",74060,"10003"
"4600",74061,"10003"
"4601",74062,"10003"
"4601.1",74062,"10010"
"4602",74063,"10003"
"4602.1",74063,"10010"
"4603",74064,"10010"
"4604",74065,"10010"
"4605",74066,"10010"
"4606",74067,"10010"
"4606.1",74067,"10016"
"4607",74068,"10010"
"4607.1",74068,"10016"
"4608",74069,"10016"
"4609",74070,"10016"
"4610",74071,"10003"
"4610.1",74071,"10009"
"4610.2",74071,"10010"
"4611",74072,"10010"
"4612",74073,"10010"
"4613",74074,"10010"
"4614",74075,"10010"
"4615",74076,"10010"
"4615.1",74076,"10016"
"4616",74077,"10016"
"4617",76073,"10128"
"4617.1",76073,"10028"
"4618",74078,"10010"
"4618.1",74078,"10016"
"4619",74079,"10010"
"4620",74080,"10010"
"4620.1",74080,"10016"
"4621",74081,"10010"
"4621.1",74081,"10016"
"4622",74082,"10016"
"4623",74083,"10009"
"4624",74095,"11222"
"4625",76035,"10075"
"4625.1",76035,"10162"
"4625.2",76035,"10021"
"4626",74084,"10010"
"4626.1",74084,"10016"
"4626.2",74084,"10017"
"4627",74085,"10016"
"4628",74086,"10016"
"4628.1",74086,"10017"
"4629",74087,"10016"
"4630",74088,"10016"
"4630.1",74088,"10017"
"4631",74089,"10016"
"4631.1",74089,"10017"
"4632",74090,"10017"
"4632.1",74090,"10022"
"4633",74091,"10017"
"4634",74092,"10009"
"4635",74093,"10017"
"4636",74094,"10017"
"4636.1",74094,"10022"
"4637",75012,"10011"
"4638",74096,"11211"
"4639",74098,"10003"
"4639.1",74098,"10010"
"4640",74099,"10009"
"4641",74100,"10009"
"4642",74101,"10016"
"4643",74102,"10016"
"4644",74103,"10016"
"4645",74104,"10174"
"4645.1",74104,"10017"
"4646",74105,"10009"
"4647",74106,"10002"
"4647.1",74106,"10009"
"4648",74107,"10016"
"4649",75001,"10003"
"4649.1",75001,"10011"
"4650",75002,"10011"
"4651",75003,"10011"
"4651.1",75003,"10014"
"4652",75004,"10011"
"4653",75005,"10011"
"4654",75006,"10003"
"4654.1",75006,"10011"
"4655",75007,"10003"
"4655.1",75007,"10011"
"4656",75008,"10003"
"4656.1",75008,"10011"
"4657",75009,"10003"
"4657.1",75009,"10010"
"4657.2",75009,"10011"
"4658",75010,"10011"
"4659",75011,"10011"
"4660",76036,"10075"
"4660.1",76036,"10162"
"4660.2",76036,"10021"
"4661",75013,"10011"
"4662",75014,"10011"
"4663",75015,"10011"
"4664",75016,"10011"
"4665",75017,"10010"
"4665.1",75017,"10011"
"4666",75018,"10011"
"4667",75019,"10011"
"4668",75020,"10011"
"4669",75021,"10011"
"4669.1",75021,"10014"
"4670",75040,"10001"
"4671",76037,"10075"
"4671.1",76037,"10021"
"4672",75022,"10001"
"4672.1",75022,"10011"
"4673",75023,"10011"
"4674",75024,"10001"
"4674.1",75024,"10011"
"4675",75025,"10001"
"4675.1",75025,"10011"
"4676",75026,"10011"
"4677",75027,"10003"
"4677.1",75027,"10011"
"4678",75028,"10010"
"4678.1",75028,"10011"
"4679",75029,"10001"
"4679.1",75029,"10010"
"4679.2",75029,"10011"
"4680",75030,"10010"
"4681",75031,"10010"
"4681.1",75031,"10016"
"4682",75032,"10010"
"4682.1",75032,"10016"
"4683",75033,"10010"
"4683.1",75033,"10016"
"4684",75034,"10001"
"4684.1",75034,"10010"
"4684.2",75034,"10016"
"4685",75035,"10001"
"4685.1",75035,"10010"
"4686",75036,"10001"
"4686.1",75036,"10010"
"4686.2",75036,"10011"
"4687",75037,"10001"
"4687.1",75037,"10011"
"4688",75038,"10001"
"4688.1",75038,"10011"
"4689",75039,"10001"
"4689.1",75039,"10011"
"4690",75041,"10001"
"4691",75042,"10001"
"4692",75043,"10001"
"4693",75044,"10001"
"4694",75045,"10119"
"4694.1",75045,"10199"
"4694.2",75045,"10001"
"4695",75046,"10119"
"4695.1",75046,"10199"
"4695.2",75046,"10001"
"4696",75047,"10199"
"4696.1",75047,"10001"
"4697",75048,"10119"
"4697.1",75048,"10001"
"4698",75049,"10119"
"4698.1",75049,"10001"
"4698.2",75049,"10018"
"4698.3",75049,"10036"
"4699",75050,"10001"
"4699.1",75050,"10016"
"4700",75051,"10001"
"4700.1",75051,"10016"
"4701",75052,"10016"
"4702",75053,"10016"
"4703",75054,"10016"
"4704",75055,"10016"
"4705",75056,"10016"
"4706",75057,"10016"
"4707",75058,"10001"
"4707.1",75058,"10016"
"4707.2",75058,"10018"
"4708",75059,"10018"
"4708.1",75059,"10036"
"4709",75060,"10001"
"4709.1",75060,"10018"
"4710",75061,"10001"
"4710.1",75061,"10018"
"4711",75062,"10001"
"4711.1",75062,"10018"
"4712",75063,"10001"
"4712.1",75063,"10018"
"4713",75064,"10001"
"4713.1",75064,"10011"
"4713.2",75064,"10018"
"4714",75065,"10019"
"4714.1",75065,"10020"
"4714.2",75065,"10036"
"4715",75066,"10023"
"4716",75067,"10018"
"4716.1",75067,"10036"
"4717",75068,"10003"
"4717.1",75068,"10010"
"4717.2",75068,"10011"
"4718",75069,"10018"
"4718.1",75069,"10036"
"4719",75070,"10036"
"4720",75071,"10036"
"4721",75072,"10036"
"4722",75073,"10018"
"4722.1",75073,"10036"
"4723",75074,"10036"
"4724",75075,"10103"
"4724.1",75075,"10110"
"4724.2",75075,"10111"
"4724.3",75075,"10112"
"4724.4",75075,"10173"
"4724.5",75075,"10017"
"4724.6",75075,"10018"
"4724.7",75075,"10019"
"4724.8",75075,"10020"
"4724.9",75075,"10022"
"4724.10",75075,"10036"
"4725",75076,"10019"
"4725.1",75076,"10036"
"4726",75077,"10036"
"4727",75078,"10036"
"4728",75079,"10036"
"4729",75080,"10036"
"4730",75086,"10023"
"4731",75087,"10019"
"4732",75088,"10103"
"4732.1",75088,"10019"
"4732.2",75088,"10022"
"4733",75089,"10019"
"4734",75090,"10019"
"4734.1",75090,"10022"
"4735",75091,"10153"
"4735.1",75091,"10019"
"4736",75092,"10019"
"4737",75093,"10019"
"4738",75094,"10023"
"4739",75095,"10023"
"4740",75096,"10023"
"4741",75097,"10023"
"4742",75098,"10023"
"4743",75099,"10023"
"4744",75100,"10023"
"4745",75101,"10119"
"4745.1",75101,"10199"
"4745.2",75101,"10001"
"4746",75102,NA
"4747",76002,"10065"
"4747.1",76002,"10022"
"4748",76003,"10065"
"4748.1",76003,"10022"
"4749",76004,"10065"
"4750",76005,"10065"
"4751",76006,"10065"
"4752",76038,"10075"
"4752.1",76038,"10021"
"4753",75103,"10065"
"4753.1",75103,"10153"
"4753.2",75103,"10019"
"4753.3",75103,"10021"
"4753.4",75103,"10022"
"4753.5",75103,"10023"
"4754",75105,"10018"
"4754.1",75105,"10019"
"4754.2",75105,"10036"
"4755",75107,"10019"
"4756",75108,"10001"
"4756.1",75108,"10018"
"4757",75109,"10001"
"4757.1",75109,"10010"
"4757.2",75109,"10016"
"4758",75110,"10011"
"4759",75111,"10011"
"4760",75112,"10001"
"4761",75113,"10011"
"4762",75114,"10001"
"4762.1",75114,"10011"
"4763",75115,"10019"
"4763.1",75115,"10036"
"4764",76001,"10065"
"4764.1",76001,"10021"
"4765",76007,"10065"
"4765.1",76007,"10021"
"4766",76008,"10065"
"4767",76009,"10065"
"4768",76010,"10065"
"4769",76011,"10065"
"4769.1",76011,"10021"
"4770",76012,"10065"
"4771",76013,"10065"
"4771.1",76013,"10021"
"4772",76014,"10021"
"4773",76015,"10065"
"4773.1",76015,"10021"
"4774",76016,"10021"
"4775",76017,"10021"
"4776",76018,"10021"
"4777",76019,"10021"
"4778",76020,"10021"
"4779",76021,"10021"
"4780",76022,"10021"
"4781",76023,"10021"
"4782",76024,"10021"
"4783",76025,"10021"
"4784",76026,"10021"
"4785",76027,"10021"
"4786",76028,"10021"
"4787",76029,"10021"
"4788",76030,"10021"
"4789",76031,"10021"
"4790",76032,"10021"
"4791",76033,"10162"
"4791.1",76033,"10021"
"4792",76034,"10021"
"4793",76041,"10075"
"4793.1",76041,"10162"
"4794",76042,"10075"
"4794.1",76042,"10028"
"4795",76043,"10075"
"4795.1",76043,"10028"
"4796",76044,"10075"
"4796.1",76044,"10028"
"4797",76045,"10075"
"4798",76046,"10075"
"4799",76047,"10075"
"4799.1",76047,"10028"
"4800",76048,"10075"
"4800.1",76048,"10028"
"4801",76049,"10075"
"4801.1",76049,"10028"
"4802",76050,"10028"
"4803",76051,"10028"
"4804",76052,"10075"
"4804.1",76052,"10028"
"4805",76053,"10075"
"4805.1",76053,"10028"
"4806",76054,"10028"
"4807",76055,"10028"
"4808",76056,"10028"
"4809",76057,"10028"
"4810",76058,"10028"
"4811",76059,"10128"
"4811.1",76059,"10028"
"4812",76060,"10028"
"4813",76061,"10028"
"4814",76062,"10028"
"4815",76063,"10128"
"4815.1",76063,"10028"
"4816",76064,"10128"
"4816.1",76064,"10028"
"4817",76065,"10028"
"4818",76066,"10128"
"4818.1",76066,"10028"
"4819",76067,"10128"
"4819.1",76067,"10028"
"4820",76068,"10128"
"4820.1",76068,"10028"
"4821",76069,"10128"
"4821.1",76069,"10028"
"4822",76070,"10128"
"4822.1",76070,"10028"
"4823",76071,"10128"
"4823.1",76071,"10028"
"4824",76074,"10128"
"4825",76075,"10128"
"4826",76076,"10128"
"4827",76077,"10128"
"4828",76078,"10128"
"4829",76079,"10128"
"4830",76080,"10128"
"4831",76081,"10128"
"4832",76082,"10044"
"4833",76083,"10044"
"4834",76084,"10044"
"4835",76085,"10044"
"4836",76086,"10044"
"4837",76087,"10044"
"4838",76088,"10075"
"4838.1",76088,"10021"
"4839",76089,"10075"
"4839.1",76089,"10021"
"4840",76090,"10075"
"4840.1",76090,"10128"
"4840.2",76090,"10028"
"4840.3",76090,"10029"
"4841",76095,"10021"
"4841.1",76095,"10022"
"4842",76096,"11102"
"4843",76097,"10065"
"4843.1",76097,"10075"
"4843.2",76097,"10162"
"4843.3",76097,"10021"
"4843.4",76097,"10022"
"4843.5",76097,"10028"
"4844",76098,"10128"
"4845",76099,"10028"
"4846",76100,"10075"
"4846.1",76100,"10162"
"4847",76101,"10021"
"4848",76102,"10065"
"4848.1",76102,"10021"
"4849",76103,"10128"
"4849.1",76103,"10028"
"4850",77001,"10451"
"4850.1",77001,"10452"
"4851",77002,"10452"
"4852",77003,"10452"
"4853",77004,"10452"
"4854",77005,"10452"
"4855",77006,"10452"
"4856",77007,"10452"
"4857",77008,"10452"
"4857.1",77008,"10453"
"4858",77009,"10452"
"4859",77010,"10452"
"4860",77011,"10452"
"4861",77012,"10452"
"4862",77013,"10452"
"4862.1",77013,"10456"
"4863",77014,"10452"
"4863.1",77014,"10456"
"4863.2",77014,"10457"
"4864",77015,"10452"
"4865",77017,"10452"
"4865.1",77017,"10457"
"4866",77018,"10452"
"4866.1",77018,"10453"
"4867",77019,"10452"
"4867.1",77019,"10453"
"4868",77020,"10452"
"4868.1",77020,"10453"
"4869",77021,"10453"
"4870",77022,"10453"
"4871",77023,"10452"
"4871.1",77023,"10453"
"4872",77024,"10453"
"4873",77025,"10453"
"4874",77026,"10453"
"4875",77027,"10453"
"4876",77028,"10453"
"4877",77040,"10452"
"4877.1",77040,"10457"
"4878",77029,"10453"
"4878.1",77029,"10468"
"4879",77030,"10453"
"4879.1",77030,"10468"
"4880",77031,"10453"
"4881",77032,"10453"
"4882",77033,"10453"
"4883",77034,"10453"
"4884",77035,"10453"
"4885",77036,"10453"
"4886",77037,"10452"
"4886.1",77037,"10453"
"4886.2",77037,"10457"
"4887",77038,"10452"
"4887.1",77038,"10457"
"4888",77039,"10456"
"4888.1",77039,"10457"
"4889",77041,"10452"
"4889.1",77041,"10456"
"4889.2",77041,"10457"
"4890",77042,"10456"
"4890.1",77042,"10457"
"4891",77043,"10456"
"4891.1",77043,"10457"
"4892",77044,"10456"
"4893",77045,"10456"
"4894",77046,"10452"
"4894.1",77046,"10456"
"4895",77047,"10452"
"4895.1",77047,"10456"
"4896",77048,"10452"
"4897",77049,"10451"
"4897.1",77049,"10452"
"4898",77050,"10456"
"4899",77051,"10456"
"4900",77052,"10456"
"4901",77053,"10456"
"4902",77054,"10456"
"4903",77055,"10456"
"4904",77056,"10451"
"4904.1",77056,"10452"
"4904.2",77056,"10456"
"4905",77057,"10456"
"4906",77058,"10451"
"4906.1",77058,"10452"
"4906.2",77058,"10456"
"4907",77059,"10451"
"4907.1",77059,"10452"
"4908",77060,"10451"
"4909",77061,"10451"
"4910",77062,"10456"
"4911",77063,"10456"
"4912",77064,"10451"
"4912.1",77064,"10456"
"4913",77065,"10452"
"4914",77066,"10451"
"4914.1",77066,"10452"
"4915",77067,"10452"
"4915.1",77067,"10456"
"4916",77068,"10452"
"4917",77069,"10451"
"4917.1",77069,"10452"
"4918",77070,"10457"
"4919",77071,"10456"
"4920",77072,"10451"
"4921",78022,"10458"
"4921.1",78022,"10468"
"4922",78023,"10468"
"4923",77074,"10452"
"4923.1",77074,"10453"
"4924",77075,"10456"
"4925",77076,"10452"
"4925.1",77076,"10457"
"4926",77077,"10452"
"4927",77078,"10452"
"4928",77079,"10452"
"4929",77080,"10452"
"4929.1",77080,"10453"
"4930",77081,"10453"
"4931",77082,"10451"
"4931.1",77082,"10452"
"4931.2",77082,"10456"
"4932",78001,"10457"
"4932.1",78001,"10458"
"4933",78002,"10457"
"4934",78003,"10457"
"4934.1",78003,"10458"
"4935",78004,"10457"
"4935.1",78004,"10458"
"4936",78005,"10457"
"4936.1",78005,"10458"
"4937",78006,"10458"
"4937.1",78006,"10460"
"4938",78007,"10458"
"4938.1",78007,"10460"
"4939",78008,"10458"
"4940",78009,"10458"
"4941",78010,"10457"
"4941.1",78010,"10458"
"4942",78011,"10457"
"4942.1",78011,"10458"
"4943",78012,"10458"
"4943.1",78012,"10468"
"4944",78013,"10458"
"4945",78014,"10458"
"4946",78015,"10458"
"4947",78016,"10458"
"4948",78017,"10458"
"4948.1",78017,"10468"
"4949",78018,"10458"
"4949.1",78018,"10468"
"4950",78019,"10458"
"4951",78020,"10458"
"4952",78021,"10458"
"4952.1",78021,"10468"
"4953",78024,"10468"
"4954",78025,"10458"
"4954.1",78025,"10468"
"4955",78026,"10458"
"4956",78027,"10458"
"4957",78028,"10458"
"4958",78029,"10458"
"4958.1",78029,"10468"
"4959",78030,"10458"
"4959.1",78030,"10468"
"4960",78031,"10458"
"4961",78032,"10458"
"4961.1",78032,"10468"
"4962",78033,"10458"
"4962.1",78033,"10467"
"4962.2",78033,"10468"
"4963",78034,"10458"
"4963.1",78034,"10468"
"4964",78035,"10458"
"4965",78036,"10458"
"4965.1",78036,"10467"
"4966",78042,"10458"
"4966.1",78042,"10460"
"4967",78037,"10458"
"4967.1",78037,"10460"
"4968",78038,"10458"
"4969",78039,"10458"
"4970",78040,"10462"
"4970.1",78040,"10467"
"4970.2",78040,"10469"
"4971",78041,"10462"
"4971.1",78041,"10467"
"4971.2",78041,"10469"
"4972",78043,"10468"
"4973",79002,"10457"
"4973.1",79002,"10460"
"4974",78044,"10468"
"4975",78045,"10468"
"4976",78046,"10468"
"4977",78047,"10468"
"4978",78048,"10468"
"4979",78049,"10468"
"4980",78050,"10463"
"4980.1",78050,"10468"
"4981",78051,"10463"
"4982",78052,"10463"
"4982.1",78052,"10468"
"4983",78053,"10468"
"4984",78054,"10463"
"4984.1",78054,"10468"
"4985",78055,"10460"
"4986",78073,"10458"
"4986.1",78073,"10468"
"4987",78056,"10458"
"4987.1",78056,"10460"
"4988",78057,"10460"
"4989",78058,"10458"
"4990",78059,"10468"
"4991",78060,"10468"
"4992",78061,"10458"
"4992.1",78061,"10468"
"4993",78062,"10457"
"4993.1",78062,"10458"
"4994",78063,"10458"
"4995",78064,"10457"
"4995.1",78064,"10458"
"4996",78065,"10468"
"4997",78066,"10463"
"4998",78067,"10458"
"4998.1",78067,"10467"
"4999",78068,"10463"
"4999.1",78068,"10468"
"5000",78069,"10457"
"5001",78070,"10458"
"5001.1",78070,"10460"
"5002",78071,"10458"
"5003",78072,"10468"
"5004",79001,"10457"
"5004.1",79001,"10458"
"5004.2",79001,"10460"
"5005",79003,"10457"
"5005.1",79003,"10460"
"5006",79004,"10457"
"5006.1",79004,"10460"
"5007",79005,"10457"
"5007.1",79005,"10460"
"5008",79006,"10460"
"5009",79007,"10457"
"5010",79008,"10457"
"5010.1",79008,"10460"
"5011",79009,"10457"
"5012",79010,"10456"
"5012.1",79010,"10457"
"5012.2",79010,"10460"
"5013",79011,"10460"
"5014",79012,"10460"
"5015",79013,"10460"
"5016",79014,"10460"
"5017",79015,"10460"
"5018",79016,"10460"
"5019",79017,"10460"
"5020",79018,"10459"
"5020.1",79018,"10460"
"5021",79083,"10457"
"5022",79019,"10459"
"5022.1",79019,"10460"
"5023",79020,"10456"
"5023.1",79020,"10459"
"5023.2",79020,"10460"
"5024",79021,"10456"
"5024.1",79021,"10459"
"5024.2",79021,"10460"
"5025",79022,"10456"
"5025.1",79022,"10459"
"5026",79023,"10459"
"5027",79024,"10456"
"5027.1",79024,"10459"
"5028",79025,"10456"
"5028.1",79025,"10459"
"5029",79026,"10456"
"5029.1",79026,"10459"
"5030",79027,"10456"
"5030.1",79027,"10459"
"5031",79028,"10455"
"5031.1",79028,"10456"
"5031.2",79028,"10459"
"5032",79029,"10457"
"5033",79030,"10456"
"5033.1",79030,"10457"
"5034",79031,"10456"
"5034.1",79031,"10457"
"5035",79032,"10456"
"5035.1",79032,"10457"
"5036",79033,"10456"
"5037",81045,"10463"
"5038",79034,"10456"
"5039",79035,"10456"
"5040",79036,"10456"
"5041",79037,"10456"
"5042",79038,"10456"
"5043",79039,"10456"
"5044",79040,"10456"
"5045",79041,"10456"
"5046",79042,"10456"
"5046.1",79042,"10459"
"5047",79043,"10456"
"5047.1",79043,"10459"
"5048",79044,"10451"
"5048.1",79044,"10456"
"5049",79045,"10451"
"5049.1",79045,"10456"
"5050",79046,"10456"
"5050.1",79046,"10459"
"5051",79047,"10456"
"5052",79048,"10456"
"5053",79049,"10456"
"5054",79050,"10456"
"5055",79051,"10456"
"5056",79052,"10451"
"5056.1",79052,"10456"
"5057",79053,"10451"
"5058",79054,"10451"
"5058.1",79054,"10456"
"5059",79055,"10451"
"5060",79056,"10451"
"5061",79057,"10451"
"5061.1",79057,"10455"
"5061.2",79057,"10456"
"5062",79058,"10455"
"5062.1",79058,"10456"
"5063",79059,"10455"
"5063.1",79059,"10456"
"5063.2",79059,"10459"
"5064",79060,"10455"
"5064.1",79060,"10456"
"5065",79061,"10455"
"5065.1",79061,"10456"
"5066",79062,"10451"
"5066.1",79062,"10455"
"5066.2",79062,"10456"
"5067",79063,"10451"
"5068",79064,"10451"
"5069",79065,"10451"
"5069.1",79065,"10455"
"5070",79066,"10451"
"5071",79067,"10457"
"5072",79068,"10451"
"5073",79069,"10451"
"5074",79070,"10451"
"5075",79071,"10451"
"5076",79072,"10451"
"5076.1",79072,"10456"
"5077",79073,"10451"
"5077.1",79073,"10456"
"5078",79074,"10456"
"5078.1",79074,"10457"
"5079",79075,"10459"
"5079.1",79075,"10460"
"5080",79076,"10459"
"5081",79077,"10457"
"5082",79078,"10456"
"5082.1",79078,"10459"
"5083",79079,"10451"
"5084",79080,"10451"
"5085",79081,"10460"
"5086",79082,"10456"
"5087",79084,"10451"
"5087.1",79084,"10455"
"5087.2",79084,"10456"
"5088",79085,"10456"
"5089",79086,"10456"
"5089.1",79086,"10457"
"5090",79087,"10457"
"5090.1",79087,"10460"
"5091",79088,"10459"
"5091.1",79088,"10460"
"5092",79089,"10451"
"5092.1",79089,"10456"
"5093",79090,"10451"
"5094",80001,"10461"
"5094.1",80001,"10469"
"5095",80002,"10461"
"5095.1",80002,"10469"
"5096",80003,"10461"
"5097",80004,"10461"
"5098",80005,"10461"
"5099",80006,"10461"
"5099.1",80006,"10462"
"5100",80007,"10462"
"5101",80008,"10461"
"5101.1",80008,"10462"
"5102",80009,"10462"
"5103",80010,"10462"
"5104",80011,"10462"
"5105",80012,"10462"
"5106",80013,"10462"
"5107",80014,"10467"
"5107.1",80014,"10469"
"5108",80015,"10462"
"5109",80016,"10462"
"5110",80017,"10462"
"5111",80018,"10462"
"5112",80019,"10461"
"5112.1",80019,"10462"
"5113",80020,"10462"
"5114",80021,"10462"
"5115",80022,"10462"
"5116",80023,"10462"
"5116.1",80023,"10469"
"5117",80024,"10462"
"5118",80025,"10462"
"5119",80026,"10461"
"5119.1",80026,"10462"
"5120",80027,"10461"
"5120.1",80027,"10462"
"5121",80028,"10461"
"5121.1",80028,"10462"
"5122",80029,"10461"
"5123",80030,"10461"
"5124",80031,"10461"
"5124.1",80031,"10469"
"5125",80032,"10461"
"5125.1",80032,"10469"
"5126",80033,"10461"
"5126.1",80033,"10469"
"5127",80034,"10469"
"5128",80035,"10461"
"5128.1",80035,"10469"
"5129",80036,"10469"
"5130",80037,"10461"
"5130.1",80037,"10469"
"5131",80038,"10469"
"5132",80039,"10469"
"5133",80040,"10461"
"5133.1",80040,"10462"
"5133.2",80040,"10467"
"5133.3",80040,"10469"
"5134",80041,"10467"
"5134.1",80041,"10469"
"5135",80042,"10461"
"5135.1",80042,"10462"
"5135.2",80042,"10467"
"5135.3",80042,"10469"
"5136",80043,"10462"
"5136.1",80043,"10467"
"5136.2",80043,"10469"
"5137",80044,"10467"
"5138",80045,"10467"
"5139",80046,"10467"
"5140",80047,"10467"
"5140.1",80047,"10469"
"5141",80048,"10467"
"5141.1",80048,"10469"
"5142",80049,"10467"
"5142.1",80049,"10469"
"5143",80050,"10467"
"5144",80051,"10467"
"5144.1",80051,"10469"
"5145",80052,"10467"
"5146",80053,"10467"
"5146.1",80053,"10469"
"5147",80054,"10458"
"5147.1",80054,"10467"
"5147.2",80054,"10468"
"5148",80055,"10467"
"5149",80056,"10468"
"5150",80057,"10467"
"5150.1",80057,"10469"
"5151",80058,"10467"
"5151.1",80058,"10469"
"5152",80059,"10469"
"5153",80060,"10467"
"5154",80061,"10467"
"5155",80062,"10467"
"5155.1",80062,"10469"
"5156",80063,"10467"
"5157",80064,"10467"
"5157.1",80064,"10469"
"5158",80065,"10468"
"5159",80066,"10469"
"5160",80067,"10469"
"5161",80068,"10469"
"5162",80069,"10469"
"5163",80070,"10469"
"5164",80071,"10469"
"5165",80072,"10469"
"5166",80073,"10469"
"5167",80074,"10467"
"5167.1",80074,"10469"
"5168",81059,"10471"
"5169",80075,"10458"
"5169.1",80075,"10467"
"5169.2",80075,"10469"
"5170",80076,"10468"
"5171",80077,"10467"
"5172",80078,"10467"
"5172.1",80078,"10470"
"5173",80079,"10467"
"5174",80080,"10467"
"5175",80081,"10458"
"5175.1",80081,"10467"
"5176",80082,"10458"
"5176.1",80082,"10467"
"5177",80083,"10467"
"5178",81007,"10463"
"5179",81008,"10463"
"5179.1",81008,"10468"
"5180",80084,"10458"
"5180.1",80084,"10467"
"5181",80085,"10467"
"5182",80086,"10467"
"5183",80087,"10467"
"5184",80088,"10458"
"5185",80089,"10463"
"5185.1",80089,"10467"
"5185.2",80089,"10468"
"5186",80090,"10469"
"5187",80091,"10467"
"5187.1",80091,"10469"
"5188",81009,"10463"
"5189",81010,"10463"
"5190",81011,"10466"
"5191",80092,"10469"
"5192",80093,"10462"
"5193",80094,"10467"
"5194",80095,"10467"
"5195",81001,"10468"
"5196",81002,"10468"
"5197",81003,"10468"
"5198",81004,"10468"
"5199",81005,"10463"
"5199.1",81005,"10468"
"5200",81006,"10463"
"5200.1",81006,"10468"
"5201",81087,"10463"
"5202",81012,"10463"
"5203",81013,"10463"
"5204",81014,"10463"
"5204.1",81014,"10467"
"5204.2",81014,"10468"
"5205",81015,"10463"
"5205.1",81015,"10468"
"5206",81016,"10463"
"5207",81017,"10466"
"5207.1",81017,"10467"
"5208",81018,"10466"
"5209",81019,"10466"
"5210",81020,"10466"
"5210.1",81020,"10470"
"5210.2",81020,"10704"
"5211",81031,"10470"
"5212",81021,"10466"
"5212.1",81021,"10470"
