"","ADED","zipcode"
"2140",49040,"11204"
"2141",49041,"11204"
"2141.1",49041,"11214"
"2142",49042,"11204"
"2142.1",49042,"11219"
"2143",49043,"11204"
"2144",49044,"11214"
"2145",49045,"11214"
"2146",49046,"11204"
"2146.1",49046,"11219"
"2147",49047,"11228"
"2147.1",49047,"11209"
"2147.2",49047,"11219"
"2147.3",49047,"11220"
"2148",49048,"11228"
"2148.1",49048,"11219"
"2149",49049,"11228"
"2149.1",49049,"11219"
"2150",49050,"11228"
"2150.1",49050,"11219"
"2151",49051,"11228"
"2152",49052,"11228"
"2153",49053,"11228"
"2154",49054,"11228"
"2154.1",49054,"11214"
"2155",49055,"11209"
"2155.1",49055,"11219"
"2155.2",49055,"11220"
"2156",49056,"11228"
"2156.1",49056,"11209"
"2156.2",49056,"11220"
"2157",49057,"11204"
"2158",49058,"11228"
"2158.1",49058,"11204"
"2159",49059,"11228"
"2159.1",49059,"11214"
"2160",49060,"11219"
"2161",49061,"11219"
"2161.1",49061,"11220"
"2162",49062,"11220"
"2163",49063,"11228"
"2164",49064,"11204"
"2165",49065,"11228"
"2166",49066,"11220"
"2167",49067,"11220"
"2168",49068,"11219"
"2168.1",49068,"11220"
"2169",49069,"11219"
"2170",49070,"11204"
"2171",49071,"11209"
"2171.1",49071,"11220"
"2172",50001,"11205"
"2173",50002,"11211"
"2174",50003,"11222"
"2175",50020,"11211"
"2175.1",50020,"11222"
"2176",50004,"11222"
"2177",50005,"11222"
"2178",50006,"11222"
"2179",50007,"11222"
"2180",50008,"11222"
"2181",50009,"11222"
"2182",50010,"11222"
"2183",50011,"11211"
"2184",50021,"11211"
"2185",50012,"11211"
"2185.1",50012,"11222"
"2186",50013,"11201"
"2186.1",50013,"11205"
"2186.2",50013,"11211"
"2187",50014,"11205"
"2188",50015,"11211"
"2188.1",50015,"11222"
"2189",50016,"11211"
"2189.1",50016,"11222"
"2190",50017,"11211"
"2190.1",50017,"11222"
"2191",50018,"11211"
"2191.1",50018,"11222"
"2192",50019,"11211"
"2193",50022,"11211"
"2194",50023,"11211"
"2195",50024,"11211"
"2195.1",50024,"11222"
"2196",50025,"11211"
"2196.1",50025,"11222"
"2197",50026,"11222"
"2198",50027,"11222"
"2199",50028,"11222"
"2200",50029,"11222"
"2201",50030,"11222"
"2202",50031,"11222"
"2203",50032,"11222"
"2204",50033,"11222"
"2205",50034,"11222"
"2206",50035,"11211"
"2206.1",50035,"11222"
"2207",50036,"11211"
"2207.1",50036,"11222"
"2208",50037,"11211"
"2209",50038,"11211"
"2210",50039,"11211"
"2210.1",50039,"11222"
"2211",50040,"11211"
"2211.1",50040,"11222"
"2212",50041,"11222"
"2213",50042,"11222"
"2214",50043,"11211"
"2215",50044,"11211"
"2216",50045,"11211"
"2217",50046,"11211"
"2218",50047,"11211"
"2219",50048,"11211"
"2220",50049,"11211"
"2221",50050,"11211"
"2222",50051,"11211"
"2223",50052,"11211"
"2224",50053,"11211"
"2225",51018,"11219"
"2226",50054,"11211"
"2227",50055,"11211"
"2228",50056,"11211"
"2229",50057,"11211"
"2230",50058,"11211"
"2231",50059,"11211"
"2232",50060,"11211"
"2233",50061,"11211"
"2234",50062,"11211"
"2235",50063,"11211"
"2236",50064,"11211"
"2237",50065,"11211"
"2238",50066,"11211"
"2239",50067,"11211"
"2240",50068,"11211"
"2241",50069,"11211"
"2242",50070,"11211"
"2243",50071,"11205"
"2243.1",50071,"11211"
"2244",50072,"11211"
"2245",50073,"11211"
"2246",50074,"11205"
"2246.1",50074,"11206"
"2246.2",50074,"11211"
"2247",50075,"11211"
"2248",50076,"11206"
"2248.1",50076,"11211"
"2249",50077,"11206"
"2249.1",50077,"11211"
"2250",50078,"11206"
"2250.1",50078,"11211"
"2251",50079,"11206"
"2251.1",50079,"11211"
"2252",50080,"11205"
"2252.1",50080,"11206"
"2252.2",50080,"11211"
"2253",50081,"11205"
"2253.1",50081,"11206"
"2254",50082,"11205"
"2254.1",50082,"11206"
"2254.2",50082,"11211"
"2255",50083,"11205"
"2256",50084,"11205"
"2257",50085,"11205"
"2258",50086,"11205"
"2258.1",50086,"11211"
"2259",50087,"11205"
"2259.1",50087,"11211"
"2260",50088,"11205"
"2261",50089,"11205"
"2261.1",50089,"11211"
"2262",50090,"11205"
"2262.1",50090,"11211"
"2263",50091,"11205"
"2264",50092,"11205"
"2264.1",50092,"11211"
"2265",50093,"11205"
"2266",50094,"11205"
"2266.1",50094,"11211"
"2267",50095,"11211"
"2267.1",50095,"11222"
"2268",50096,"11211"
"2268.1",50096,"11222"
"2269",50097,"11211"
"2270",50098,"11211"
"2271",50099,"11205"
"2272",50100,"11206"
"2273",50101,"11211"
"2274",50102,"11211"
"2274.1",50102,"11222"
"2275",50103,"11201"
"2275.1",50103,"11205"
"2276",50104,"11205"
"2277",50105,"11205"
"2278",51019,"11218"
"2278.1",51019,"11219"
"2279",50106,"11205"
"2280",50107,"11201"
"2280.1",50107,"11205"
"2281",51001,"11232"
"2281.1",51001,"11220"
"2282",51002,"11232"
"2282.1",51002,"11219"
"2283",51003,"11232"
"2283.1",51003,"11219"
"2284",51004,"11232"
"2284.1",51004,"11219"
"2285",51005,"11232"
"2285.1",51005,"11220"
"2286",51006,"11220"
"2287",51007,"11231"
"2288",51008,"11231"
"2288.1",51008,"11232"
"2288.2",51008,"11215"
"2289",51009,"11215"
"2289.1",51009,"11218"
"2289.2",51009,"11219"
"2290",51010,"11232"
"2290.1",51010,"11215"
"2290.2",51010,"11218"
"2290.3",51010,"11219"
"2291",51011,"11215"
"2292",51012,"11232"
"2292.1",51012,"11215"
"2293",51013,"11232"
"2293.1",51013,"11215"
"2294",51014,"11232"
"2294.1",51014,"11219"
"2294.2",51014,"11220"
"2295",51015,"11218"
"2295.1",51015,"11219"
"2296",51016,"11219"
"2296.1",51016,"11220"
"2297",51017,"11232"
"2297.1",51017,"11219"
"2297.2",51017,"11220"
"2298",51021,"11215"
"2299",51022,"11215"
"2300",51023,"11232"
"2300.1",51023,"11215"
"2301",51024,"11220"
"2302",51025,"11232"
"2302.1",51025,"11220"
"2303",51026,"11220"
"2304",51027,"11220"
"2305",51028,"11220"
"2306",51029,"11220"
"2307",51030,"11220"
"2308",51031,"11220"
"2309",51032,"11220"
"2310",51033,"11220"
"2311",51034,"11220"
"2312",51035,"11220"
"2313",51036,"11220"
"2314",51037,"11220"
"2315",51038,"11220"
"2316",51039,"11232"
"2317",51040,"11232"
"2317.1",51040,"11215"
"2318",51041,"11232"
"2318.1",51041,"11215"
"2319",51042,"11232"
"2319.1",51042,"11215"
"2320",51043,"11215"
"2321",51044,"11215"
"2322",51045,"11232"
"2322.1",51045,"11215"
"2323",51046,"11232"
"2323.1",51046,"11215"
"2324",51047,"11209"
"2324.1",51047,"11220"
"2325",51053,"11232"
"2326",51054,"11231"
"2327",51055,"11232"
"2327.1",51055,"11215"
"2328",51056,"11232"
"2328.1",51056,"11220"
"2329",51057,"11232"
"2329.1",51057,"11220"
"2330",51076,"11209"
"2330.1",51076,"11220"
"2331",51048,"11231"
"2331.1",51048,"11232"
"2331.2",51048,"11215"
"2332",51049,"11231"
"2333",51050,"11232"
"2333.1",51050,"11220"
"2334",51051,"11220"
"2335",51052,"11232"
"2335.1",51052,"11220"
"2336",53072,"11237"
"2337",51058,"11220"
"2338",51059,"11209"
"2338.1",51059,"11220"
"2339",51060,"11209"
"2339.1",51060,"11220"
"2340",51061,"11209"
"2340.1",51061,"11220"
"2341",51062,"11220"
"2342",51063,"11220"
"2343",51064,"11220"
"2344",51065,"11220"
"2345",51066,"11232"
"2345.1",51066,"11220"
"2346",51067,"11232"
"2346.1",51067,"11220"
"2347",51072,"11231"
"2348",51073,"11231"
"2349",51074,"11231"
"2350",51075,"11220"
"2351",51068,"11231"
"2351.1",51068,"11215"
"2352",51069,"11231"
"2353",51070,"11231"
"2354",51071,"11231"
"2355",51077,"11220"
"2356",51078,"11232"
"2356.1",51078,"11220"
"2357",51079,"11232"
"2357.1",51079,"11220"
"2358",51080,"11219"
"2358.1",51080,"11220"
"2359",51081,"11232"
"2359.1",51081,"11220"
"2360",51082,"11232"
"2361",51083,"11232"
"2361.1",51083,"11215"
"2362",51084,"11231"
"2363",51087,"11232"
"2363.1",51087,"11215"
"2364",52001,"11201"
"2364.1",52001,"11205"
"2365",52002,"11201"
"2366",52003,"11201"
"2367",52004,"11201"
"2368",52005,"11201"
"2369",52006,"10004"
"2369.1",52006,"11201"
"2370",52007,"11201"
"2371",52008,"11201"
"2372",52009,"11201"
"2373",52010,"11201"
"2374",52011,"11201"
"2375",52012,"11201"
"2376",52013,"11201"
"2377",52014,"11201"
"2378",52015,"11201"
"2379",52016,"11201"
"2380",52017,"11201"
"2381",52018,"11201"
"2382",52019,"11201"
"2383",52020,"10004"
"2383.1",52020,"11201"
"2384",52021,"11215"
"2385",54001,"11208"
"2386",52022,"11201"
"2387",52023,"11201"
"2388",52024,"11201"
"2389",52025,"11201"
"2390",52026,"11217"
"2391",52027,"11201"
"2391.1",52027,"11217"
"2392",52028,"11201"
"2393",52029,"11201"
"2394",52030,"11201"
"2394.1",52030,"11217"
"2395",52031,"11217"
"2396",52032,"11217"
"2397",52033,"11217"
"2398",52034,"11201"
"2399",52035,"11201"
"2400",52036,"11231"
"2400.1",52036,"11201"
"2401",52037,"11231"
"2401.1",52037,"11201"
"2402",52038,"11231"
"2402.1",52038,"11201"
"2403",52039,"11231"
"2403.1",52039,"11201"
"2404",52040,"10004"
"2404.1",52040,"11231"
"2404.2",52040,"11201"
"2405",52041,"11231"
"2406",52042,"11231"
"2407",52043,"11231"
"2408",52044,"11231"
"2409",52045,"11231"
"2410",52046,"11231"
"2411",52047,"11231"
"2412",52048,"11201"
"2412.1",52048,"11217"
"2413",52049,"11231"
"2413.1",52049,"11201"
"2413.2",52049,"11217"
"2414",52050,"11231"
"2414.1",52050,"11217"
"2415",52051,"11201"
"2415.1",52051,"11217"
"2416",67108,"10069"
"2416.1",67108,"10019"
"2416.2",67108,"10023"
"2417",52052,"11201"
"2417.1",52052,"11217"
"2418",52053,"11217"
"2419",52054,"11215"
"2419.1",52054,"11217"
"2420",52055,"11217"
"2421",52056,"11215"
"2421.1",52056,"11217"
"2422",52057,"11217"
"2423",52058,"11215"
"2423.1",52058,"11217"
"2424",52059,"11215"
"2424.1",52059,"11217"
"2425",52060,"11217"
"2426",52061,"11217"
"2427",52062,"11217"
"2428",52063,"11217"
"2429",52064,"11238"
"2429.1",52064,"11217"
"2430",52065,"11215"
"2430.1",52065,"11217"
"2431",52066,"11215"
"2431.1",52066,"11217"
"2432",52067,"11215"
"2433",52068,"11215"
"2434",52069,"11215"
"2434.1",52069,"11217"
"2435",52070,"11238"
"2435.1",52070,"11215"
"2435.2",52070,"11217"
"2436",52093,"11215"
"2437",52071,"11238"
"2437.1",52071,"11215"
"2437.2",52071,"11217"
"2438",52072,"11238"
"2438.1",52072,"11217"
"2439",52073,"11238"
"2440",52074,"11238"
"2440.1",52074,"11217"
"2441",52075,"11238"
"2442",52076,"11215"
"2443",52077,"11215"
"2444",52078,"11215"
"2445",52079,"11215"
"2446",52080,"11215"
"2447",52081,"11215"
"2448",52082,"11215"
"2449",52083,"11215"
"2450",52084,"11215"
"2451",52085,"11215"
"2452",52086,"11215"
"2453",52087,"11215"
"2454",52088,"11215"
"2455",52089,"11215"
"2456",52090,"11215"
"2456.1",52090,"11217"
"2457",52091,"11231"
"2457.1",52091,"11215"
"2457.2",52091,"11217"
"2458",52092,"11238"
"2458.1",52092,"11215"
"2458.2",52092,"11217"
"2459",52094,"11215"
"2460",52095,"11215"
"2461",52096,"11231"
"2461.1",52096,"11215"
"2462",52097,"11231"
"2462.1",52097,"11215"
"2462.2",52097,"11217"
"2463",52098,"11231"
"2464",52099,"11231"
"2465",52100,"11231"
"2466",52101,"11215"
"2467",52102,"11201"
"2468",52103,"11215"
"2469",52104,"11201"
"2470",52105,"11231"
"2470.1",52105,"11201"
"2471",52106,"11231"
"2472",52107,"11201"
"2472.1",52107,"11217"
"2473",52108,"11201"
"2473.1",52108,"11217"
"2474",52109,"11217"
"2475",52110,"11201"
"2476",52111,"11231"
"2477",52112,"11217"
"2478",52113,"11238"
"2479",52114,"11215"
"2480",52115,"11201"
"2481",52116,"11215"
"2482",52117,"11201"
"2483",52118,"11231"
"2484",52119,"11231"
"2484.1",52119,"11201"
"2485",52121,"11231"
"2486",52122,"11231"
"2487",52123,"11231"
"2488",52124,"11231"
"2489",52125,"11231"
"2490",52126,"11217"
"2491",53001,"11211"
"2492",53002,"11211"
"2493",53003,"11211"
"2494",53004,"11211"
"2495",53005,"11211"
"2496",53006,"11211"
"2497",53007,"11211"
"2498",53008,"11206"
"2498.1",53008,"11211"
"2499",53009,"11206"
"2499.1",53009,"11211"
"2500",53010,"11211"
"2501",53011,"11206"
"2501.1",53011,"11211"
"2502",53012,"11211"
"2503",53013,"11206"
"2503.1",53013,"11211"
"2504",53014,"11206"
"2505",53015,"11206"
"2506",53016,"11206"
"2506.1",53016,"11211"
"2507",53017,"11206"
"2507.1",53017,"11211"
"2508",53018,"11206"
"2508.1",53018,"11211"
"2509",53019,"11211"
"2510",53020,"11211"
"2511",53021,"11206"
"2511.1",53021,"11211"
"2512",53022,"11206"
"2513",53023,"11206"
"2514",53024,"11206"
"2515",53025,"11206"
"2516",53026,"11206"
"2517",53027,"11206"
"2518",53028,"11206"
"2519",53029,"11206"
"2520",53030,"11206"
"2521",53031,"11206"
"2521.1",53031,"11211"
"2522",53032,"11206"
"2522.1",53032,"11211"
"2523",53033,"11206"
"2523.1",53033,"11211"
"2524",53034,"11206"
"2524.1",53034,"11211"
"2525",53039,"11237"
"2525.1",53039,"11206"
"2526",53040,"11201"
"2526.1",53040,"11206"
"2527",53041,"11206"
"2528",53042,"11206"
"2529",55002,"11221"
"2530",53035,"11237"
"2530.1",53035,"11211"
"2530.2",53035,"11222"
"2531",53036,"11211"
"2532",53037,"11237"
"2532.1",53037,"11206"
"2532.2",53037,"11211"
"2533",53038,"11237"
"2533.1",53038,"11206"
"2533.2",53038,"11211"
"2534",53043,"11206"
"2535",53044,"11206"
"2536",53045,"11206"
"2537",53046,"11237"
"2537.1",53046,"11206"
"2538",53047,"11206"
"2539",53048,"11237"
"2539.1",53048,"11206"
"2540",53049,"11206"
"2541",53050,"11237"
"2542",53051,"11206"
"2543",53052,"11237"
"2543.1",53052,"11378"
"2543.2",53052,"11385"
"2543.3",53052,"11206"
"2543.4",53052,"11211"
"2544",67109,"10019"
"2545",53053,"11237"
"2545.1",53053,"11385"
"2546",53054,"11237"
"2547",53055,"11237"
"2548",53056,"11237"
"2548.1",53056,"11206"
"2549",53057,"11237"
"2549.1",53057,"11221"
"2550",53058,"11237"
"2550.1",53058,"11206"
"2550.2",53058,"11221"
"2551",53059,"11237"
"2551.1",53059,"11206"
"2552",53060,"11206"
"2552.1",53060,"11221"
"2553",53061,"11221"
"2554",53062,"11221"
"2555",53063,"11237"
"2555.1",53063,"11221"
"2556",53064,"11237"
"2557",53065,"11237"
"2557.1",53065,"11385"
"2558",53066,"11237"
"2558.1",53066,"11385"
"2559",53067,"11237"
"2560",53068,"11237"
"2560.1",53068,"11385"
"2561",53069,"11237"
"2561.1",53069,"11385"
"2562",53070,"11237"
"2562.1",53070,"11385"
"2562.2",53070,"11221"
"2563",53071,"11237"
"2563.1",53071,"11221"
"2564",55003,"11221"
"2565",53073,"11237"
"2565.1",53073,"11221"
"2566",53074,"11237"
"2566.1",53074,"11221"
"2567",53075,"11221"
"2568",53076,"11237"
"2568.1",53076,"11221"
"2569",53077,"11237"
"2569.1",53077,"11221"
"2570",53078,"11206"
"2571",53079,"11206"
"2572",53080,"11206"
"2573",53081,"11206"
"2574",53082,"11237"
"2574.1",53082,"11221"
"2575",53083,"11211"
"2576",53084,"11211"
"2577",53085,"11206"
"2577.1",53085,"11211"
"2578",53086,"11206"
"2579",53087,"11206"
"2579.1",53087,"11221"
"2580",53088,"11237"
"2580.1",53088,"11206"
"2581",53089,"11222"
"2582",54002,"11208"
"2583",54003,"11208"
"2584",54004,"11208"
"2584.1",54004,"11416"
"2584.2",54004,"11417"
"2585",54005,"11208"
"2586",54006,"11208"
"2586.1",54006,"11416"
"2587",54007,"11206"
"2588",54008,"11206"
"2589",54009,"11206"
"2590",54010,"11206"
"2590.1",54010,"11221"
"2591",54011,"11206"
"2591.1",54011,"11221"
"2592",54012,"11206"
"2592.1",54012,"11221"
"2593",54013,"11221"
"2594",54014,"11206"
"2595",54015,"11221"
"2596",54016,"11221"
"2597",54017,"11221"
"2598",54018,"11221"
"2599",54019,"11221"
"2600",54020,"11221"
"2601",56051,"11233"
"2601.1",56051,"11213"
"2601.2",56051,"11216"
"2602",54021,"11221"
"2603",54022,"11221"
"2604",54023,"11221"
"2605",54024,"11221"
"2606",54025,"11221"
"2607",54026,"11221"
"2608",54027,"11221"
"2609",54028,"11221"
"2610",54029,"11221"
"2611",54030,"11237"
"2611.1",54030,"11221"
"2612",54031,"11237"
"2612.1",54031,"11385"
"2612.2",54031,"11221"
"2613",54032,"11237"
"2613.1",54032,"11221"
"2614",54033,"11237"
"2614.1",54033,"11221"
"2615",54034,"11237"
"2615.1",54034,"11207"
"2615.2",54034,"11221"
"2616",54035,"11207"
"2616.1",54035,"11221"
"2617",54036,"11237"
"2617.1",54036,"11385"
"2617.2",54036,"11207"
"2618",54037,"11237"
"2618.1",54037,"11207"
"2618.2",54037,"11221"
"2619",54038,"11207"
"2620",54039,"11207"
"2621",54040,"11233"
"2621.1",54040,"11385"
"2621.2",54040,"11207"
"2622",54041,"11207"
"2623",54042,"11207"
"2624",54043,"11385"
"2624.1",54043,"11207"
"2625",54044,"11207"
"2625.1",54044,"11208"
"2626",54045,"11385"
"2626.1",54045,"11207"
"2626.2",54045,"11208"
"2627",54046,"11207"
"2627.1",54046,"11208"
"2628",54047,"11208"
"2629",54048,"11208"
"2630",54049,"11208"
"2631",54050,"11208"
"2632",54051,"11208"
"2633",54052,"11208"
"2633.1",54052,"11416"
"2634",54053,"11208"
"2635",54068,"11208"
"2636",54069,"11208"
"2637",66036,"10003"
"2638",54054,"11385"
"2638.1",54054,"11207"
"2638.2",54054,"11208"
"2639",54055,"11208"
"2640",54056,"11208"
"2641",54057,"11208"
"2642",54058,"11385"
"2642.1",54058,"11208"
"2642.2",54058,"11421"
"2643",54059,"11208"
"2643.1",54059,"11421"
"2644",54060,"11207"
"2645",54061,"11207"
"2646",54062,"11207"
"2647",54063,"11207"
"2647.1",54063,"11221"
"2648",54064,"11233"
"2648.1",54064,"11221"
"2649",54065,"11208"
"2650",54066,"11208"
"2651",54067,"11208"
"2652",55001,"11221"
"2653",54070,"11207"
"2653.1",54070,"11208"
"2654",54071,"11207"
"2654.1",54071,"11208"
"2655",54072,"11208"
"2656",54073,"11237"
"2656.1",54073,"11385"
"2656.2",54073,"11207"
"2657",54074,"11221"
"2658",54075,"11208"
"2659",54076,"11206"
"2659.1",54076,"11221"
"2660",54077,"11221"
"2661",54078,"11233"
"2661.1",54078,"11207"
"2662",54079,"11207"
"2662.1",54079,"11208"
"2663",54080,"11208"
"2664",54081,"11208"
"2665",54082,"11208"
"2665.1",54082,"11421"
"2666",54083,"11207"
"2667",54084,"11206"
"2667.1",54084,"11221"
"2668",54085,"11237"
"2668.1",54085,"11221"
"2669",54086,"11237"
"2669.1",54086,"11385"
"2669.2",54086,"11207"
"2670",54087,"11237"
"2670.1",54087,"11385"
"2670.2",54087,"11207"
"2671",54088,"11207"
"2672",54089,"11207"
"2672.1",54089,"11221"
"2673",71029,"10031"
"2674",55004,"11233"
"2674.1",55004,"11221"
"2675",55005,"11233"
"2675.1",55005,"11212"
"2676",55006,"11233"
"2676.1",55006,"11207"
"2676.2",55006,"11221"
"2677",55007,"11233"
"2677.1",55007,"11207"
"2677.2",55007,"11221"
"2678",55008,"11233"
"2678.1",55008,"11207"
"2679",55009,"11233"
"2680",55010,"11233"
"2681",55011,"11233"
"2682",55012,"11233"
"2682.1",55012,"11207"
"2683",55013,"11207"
"2684",55014,"11233"
"2684.1",55014,"11207"
"2685",55015,"11233"
"2685.1",55015,"11207"
"2686",55016,"11233"
"2686.1",55016,"11207"
"2687",55017,"11233"
"2687.1",55017,"11207"
"2688",55018,"11233"
"2689",55019,"11233"
"2690",55020,"11233"
"2691",55021,"11233"
"2692",55022,"11233"
"2693",55023,"11233"
"2694",55024,"11233"
"2695",55025,"11233"
"2696",55026,"11233"
"2696.1",55026,"11207"
"2697",55027,"11233"
"2698",55028,"11233"
"2699",55029,"11233"
"2700",55030,"11233"
"2701",55031,"11233"
"2702",55032,"11233"
"2703",55033,"11233"
"2704",55034,"11233"
"2705",55035,"11233"
"2706",55036,"11233"
"2707",55037,"11233"
"2707.1",55037,"11207"
"2707.2",55037,"11212"
"2708",55088,"11212"
"2708.1",55088,"11213"
"2709",55038,"11233"
"2709.1",55038,"11207"
"2709.2",55038,"11212"
"2710",55039,"11207"
"2711",55040,"11207"
"2712",55041,"11207"
"2713",55042,"11207"
"2714",55043,"11207"
"2715",55044,"11207"
"2716",55045,"11207"
"2717",55046,"11207"
"2717.1",55046,"11208"
"2718",55047,"11207"
"2719",55048,"11207"
"2720",55049,"11207"
"2721",55050,"11207"
"2722",55051,"11207"
"2723",55052,"11207"
"2724",55053,"11212"
"2725",55054,"11207"
"2726",55055,"11207"
"2726.1",55055,"11212"
"2727",55056,"11212"
"2728",55089,"11212"
"2728.1",55089,"11213"
"2729",55057,"11233"
"2729.1",55057,"11212"
"2730",55058,"11212"
"2731",55059,"11212"
"2732",55060,"11212"
"2733",55061,"11207"
"2733.1",55061,"11212"
"2734",55062,"11207"
"2734.1",55062,"11212"
"2735",55063,"11212"
"2736",55064,"11212"
"2737",55065,"11212"
"2738",55066,"11212"
"2739",55067,"11212"
"2740",55068,"11212"
"2741",55069,"11212"
"2742",55070,"11212"
"2743",55071,"11212"
"2744",55072,"11212"
"2745",55073,"11212"
"2746",55074,"11212"
"2747",55075,"11212"
